Year,Date,Sport,Event,Event_gender,Team,Country_Code,Athlete,Gender,Medal,CGA,Host_City,Games,Season
1930,16–23 August 2109,Rowing,Eights,Men,New Zealand,NZL,"Arthur Eastwood, Bert Sandos, Charley Saunders, Ben Waters, Mick Brough, Rangi Thompson, John Gilby, Jack Macdonald, Vic Olsson",Male,Silver,NZL,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2110,Rowing,Eights,Men,Canada,CAN,"Albert Taylor, Don Boal, Earl Eastwood, Harry Fry, Joseph Zabinsky, Joseph Bowkes, Les MacDonald, William Moore, William Thoburn",Male,Bronze,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2111,Wrestling,Bantamweight,Men,Canada,CAN,Jim Trifunov,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2112,Wrestling,Bantamweight,Men,England,ENG,Joseph Reid,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2113,Wrestling,Featherweight,Men,Canada,CAN,Cliff Chilcott,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2114,Wrestling,Lightweight,Men,Canada,CAN,Howard Thomas,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2115,Wrestling,Lightweight,Men,England,ENG,Harold Angus,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2116,Wrestling,Welterweight,Men,Canada,CAN,Reg Priestley,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2117,Wrestling,Welterweight,Men,England,ENG,Harry Johnson,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2118,Wrestling,Middleweight,Men,Canada,CAN,Mike Chepesiuk,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2119,Wrestling,Middleweight,Men,England,ENG,Stanley Bissell,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2120,Wrestling,Middleweight,Men,South Africa,RSA,Max Thiel,Male,Bronze,RSA,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2121,Wrestling,Light heavyweight,Men,Canada,CAN,Bill McIntyre,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2122,Wrestling,Light heavyweight,Men,England,ENG,Edgar Bacon,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2123,Wrestling,Heavyweight,Men,Canada,CAN,Earl McCready,Male,Gold,CAN,Hamilton,1930 British Empire Games,Summer
1930,16–23 August 2124,Wrestling,Heavyweight,Men,England,ENG,Albert Sangwine,Male,Silver,ENG,Hamilton,1930 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd freestyle,Men,Canada,CAN,George Burleigh,Male,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd freestyle,Men,Canada,CAN,George Larson,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd freestyle,Men,New Zealand,NZL,Noel Crump,Male,Bronze,NZL,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,440 yd freestyle,Men,Australia,AUS,Noel Ryan,Male,Gold,AUS,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,440 yd freestyle,Men,England,ENG,Norman Wainwright,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,440 yd freestyle,Men,Canada,CAN,Bob Pirie,Male,Bronze,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,1500 yd freestyle,Men,Australia,AUS,Noel Ryan,Male,Gold,AUS,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,1500 yd freestyle,Men,Canada,CAN,Bob Pirie,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,1500 yd freestyle,Men,England,ENG,Norman Wainwright,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd backstroke,Men,Scotland,SCO,Willie Francis,Male,Gold,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd backstroke,Men,England,ENG,John Besford,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd backstroke,Men,Canada,CAN,Ben Gazell,Male,Bronze,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,200 yd breaststroke,Men,Scotland,SCO,Norman Hamilton,Male,Gold,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,200 yd breaststroke,Men,Jamaica,JAM,William McCarty,Male,Silver,JAM,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,200 yd breaststroke,Men,Canada,CAN,Bill Puddy,Male,Bronze,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,4×200 yd freestyle relay,Men,Canada,CAN,"George Larson, George Burleigh, Robert Hooper, Bob Pirie",Male,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,4×200 yd freestyle relay,Men,England,ENG,"Mostyn Ffrench-Williams, Norman Wainwright, Reginald Sutton, Bob Leivers",Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,4×200 yd freestyle relay,Men,Scotland,SCO,"George Anderson, Harry Cunningham, Merrlees Chassels, Willie Burns",Male,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,3×110 yd medley relay,Men,Canada,CAN,"Ben Gazell, George Burleigh, Albert Puddy",Male,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,3×110 yd medley relay,Men,Scotland,SCO,"Merrlees Chassels, Norman Hamilton, Willie Francis",Male,Silver,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,3×110 yd medley relay,Men,England,ENG,"Arthur Summers, John Besford, Mostyn Ffrench-Williams",Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd freestyle,Women,Canada,CAN,Phyllis Dewar,Female,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd freestyle,Women,Canada,CAN,Irene Pirie,Female,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd freestyle,Women,Scotland,SCO,Jean McDowell,Female,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,440 yd freestyle,Women,Canada,CAN,Phyllis Dewar,Female,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,440 yd freestyle,Women,South Africa,RSA,Jenny Maakal,Female,Silver,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,440 yd freestyle,Women,Canada,CAN,Irene Pirie,Female,Bronze,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd backstroke,Women,England,ENG,Phyllis Harding,Female,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd backstroke,Women,Scotland,SCO,Margot Hamilton,Female,Silver,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,100 yd backstroke,Women,Wales,WAL,Valerie Davies,Female,Bronze,WAL,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,200 yd breaststroke,Women,Australia,AUS,Clare Dennis,Female,Gold,AUS,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,200 yd breaststroke,Women,Canada,CAN,Phyllis Haslam,Female,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,200 yd breaststroke,Women,England,ENG,Margery Hinton,Female,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,4×100 yd freestyle relay,Women,Canada,CAN,"Phyllis Dewar , Florence Humble , Margaret Hutton , Irene Pirie",Female,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,4×100 yd freestyle relay,Women,South Africa,RSA,"Jenny Maakal , Enid Hayward , Kathleen Russell , Molly Ryde",Female,Silver,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,4×100 yd freestyle relay,Women,England,ENG,"Edna Hughes , Beatrice Wolstenholme , Olive Bartle , Margery Hinton",Female,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,3×110 yd medley relay,Women,Canada,CAN,"Margaret Hutton , Phyllis Haslam , Phyllis Dewar",Female,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,3×110 yd medley relay,Women,England,ENG,"Phyllis Harding , Vera Kingston , Edna Hughes",Female,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Swimming,3×110 yd medley relay,Women,Scotland,SCO,"Jean McDowell , Margot Hamilton , Madge McCallum",Female,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,3 m springboard,Men,England,ENG,John Brisco Ray,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,3 m springboard,Men,England,ENG,Doug Tomalin,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,3 m springboard,Men,Canada,CAN,Harry Class,Male,Bronze,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,10 m platform,Men,England,ENG,Tommy Mather,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,10 m platform,Men,England,ENG,Doug Tomalin,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,10 m platform,Men,England,ENG,Louis Marchant,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,3 m springboard,Women,Canada,CAN,Judith Moss,Female,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,3 m springboard,Women,Australia,AUS,Lesley Thompson,Female,Silver,AUS,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,3 m springboard,Women,Canada,CAN,Doris Ogilvie,Female,Bronze,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,10 m platform,Women,England,ENG,Dot Macready,Female,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,10 m platform,Women,Australia,AUS,Lesley Thompson,Female,Silver,AUS,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Diving,10 m platform,Women,England,ENG,Cecily Cousens,Female,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,100 yards,Men,England,ENG,Arthur Sweeney,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,100 yards,Men,South Africa,RSA,Marthinus Theunissen,Male,Silver,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,100 yards,Men,Scotland,SCO,Ian Young,Male,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,220 yards,Men,England,ENG,Arthur Sweeney,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,220 yards,Men,South Africa,RSA,Marthinus Theunissen,Male,Silver,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,220 yards,Men,England,ENG,Walter Rangeley,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,440 yards,Men,England,ENG,Godfrey Rampling,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,440 yards,Men,England,ENG,Bill Roberts,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,440 yards,Men,England,ENG,Crew Stoneley,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,880 yards,Men,British Guiana,BGU,Phil Edwards,Male,Gold,BGU,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,880 yards,Men,South Africa,RSA,Willie Botha,Male,Silver,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,880 yards,Men,Scotland,SCO,Hamish Stothard,Male,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,1 mile,Men,New Zealand,NZL,Jack Lovelock,Male,Gold,NZL,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,1 mile,Men,England,ENG,Sydney Wooderson,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,1 mile,Men,England,ENG,Jerry Cornes,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,3 miles,Men,England,ENG,Wally Beavers,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,3 miles,Men,England,ENG,Cyril Allen,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,3 miles,Men,England,ENG,Alec Burns,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,6 miles,Men,England,ENG,Arthur Penny,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,6 miles,Men,Canada,CAN,Scotty Rankine,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,6 miles,Men,England,ENG,Arthur Furze,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Marathon,Men,Canada,CAN,Harold Webster,Male,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Marathon,Men,Scotland,SCO,Donald Robertson,Male,Silver,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Marathon,Men,Scotland,SCO,Dunky Wright,Male,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,2 miles steeplechase,Men,England,ENG,Stanley Scarsbrook,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,2 miles steeplechase,Men,England,ENG,Tom Evenson,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,2 miles steeplechase,Men,England,ENG,George Bailey,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,120 yards hurdles,Men,England,ENG,Donald Finlay,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,120 yards hurdles,Men,Canada,CAN,James Worrall,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,120 yards hurdles,Men,England,ENG,Ashleigh Pilbrow,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,440 yards hurdles,Men,Scotland,SCO,Alan Hunter,Male,Gold,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,440 yards hurdles,Men,Australia,AUS,Charles Reilly,Male,Silver,AUS,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,440 yards hurdles,Men,England,ENG,Ralph Brown,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,4 × 110 yards relay,Men,England,ENG,Everard Davis / George Saunders / Walter Rangeley / Arthur Sweeney,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,4 × 110 yards relay,Men,Canada,CAN,Birchall Pearson / Frank Nicks / Allan Poole / Bill Christie,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,4 × 110 yards relay,Men,Scotland,SCO,Archie Turner / David Brownlee / Robin Murdoch / Ian Young,Male,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,4 × 440 yards relay,Men,England,ENG,Denis Rathbone / Geoffrey Blake / Crew Stoneley / Godfrey Rampling,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,4 × 440 yards relay,Men,Canada,CAN,William Fritz / John Addison / Art Scott / Ray Lewis,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,4 × 440 yards relay,Men,Scotland,SCO,Richard Wallace / Ronald Wylde / Hamish Stothard / Alan Hunter,Male,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,High jump,Men,South Africa,RSA,Edwin Thacker,Male,Gold,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,High jump,Men,Canada,CAN,Joe Haley,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,High jump,Men,Scotland,SCO,John Michie,Male,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Pole vault,Men,Canada,CAN,Syl Apps,Male,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Pole vault,Men,Canada,CAN,Alf Gilbert,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Pole vault,Men,Australia,AUS,Fred Woodhouse,Male,Bronze,AUS,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Long jump,Men,Canada,CAN,Sam Richardson,Male,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Long jump,Men,South Africa,RSA,Johann Luckhoff,Male,Silver,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Long jump,Men,Australia,AUS,Jack Metcalfe,Male,Bronze,AUS,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Triple jump,Men,Australia,AUS,Jack Metcalfe,Male,Gold,AUS,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Triple jump,Men,Canada,CAN,Sam Richardson,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Triple jump,Men,New Zealand,NZL,Harold Brainsby,Male,Bronze,NZL,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Shot put,Men,South Africa,RSA,Harry Hart,Male,Gold,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Shot put,Men,England,ENG,Robert Howland,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Shot put,Men,England,ENG,Kenneth Pridie,Male,Bronze,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Discus throw,Men,South Africa,RSA,Harry Hart,Male,Gold,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Discus throw,Men,England,ENG,Douglas Bell,Male,Silver,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Discus throw,Men,Jamaica,JAM,Bernard Prendergast,Male,Bronze,JAM,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Hammer throw,Men,England,ENG,Malcolm Nokes,Male,Gold,ENG,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Hammer throw,Men,Canada,CAN,George Sutherland,Male,Silver,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Hammer throw,Men,Scotland,SCO,William Mackenzie,Male,Bronze,SCO,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Javelin throw,Men,Canada,CAN,Bob Dixon,Male,Gold,CAN,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Javelin throw,Men,South Africa,RSA,Harry Hart,Male,Silver,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,Javelin throw,Men,South Africa,RSA,Johann Luckhoff,Male,Bronze,RSA,London,1934 British Empire Games,Summer
1934,"August 4–11, 1934",Athletics,100 yards,Women,England,ENG,Eileen Hiscock,Female,Gold,ENG,London,1934 British Empire Games,Summer
